10.000,198.000,11.607,6.478,3.210,2.296,109,6.830,6.590,6.640,6.420,0,20240315,8101030081,êŒéÎêÏêÖån,êÁçŒêÏ,
0,-45.000,5.960,
0,-38.700,5.950,
0,-38.100,5.690,
5,-37.300,5.610,
0,-37.100,4.750,
0,-35.900,4.740,
5,-35.700,5.630,
0,-35.200,5.690,
0,-34.800,5.860,
0,-34.300,5.940,
28,-33.700,6.360,
0,-33.000,6.410,
0,-32.400,6.610,
0,-30.800,6.740,
28,-26.500,6.830,
24,-26.500,6.830,
0,-18.200,8.820,
3,-9.100,11.270,
0,-8.600,11.330,
0,-8.000,11.430,
0,-7.230,11.630,
0,-6.550,11.720,
0,-3.770,11.710,
0,-1.820,11.710,
0,-1.300,11.500,
1,0.000,11.607,
2,0.000,11.310,
3,0.000,11.310,
0,2.300,10.700,
0,2.800,10.640,
0,6.100,10.650,
0,8.800,9.730,
0,15.700,7.120,
0,20.100,6.920,
0,21.600,6.810,
24,29.200,4.390,
0,31.200,4.340,
0,36.200,4.270,
13,40.500,4.140,
0,42.800,3.220,
0,45.400,3.160,
0,45.770,3.170,
12,46.270,3.210,
2,46.270,3.130,
0,49.070,2.040,
0,51.270,1.590,
16,51.470,0.990,
0,52.370,0.240,
0,56.270,-0.010,
0,57.770,-0.660,
0,61.270,-0.610,
0,66.270,-0.610,
0,71.270,-0.590,
0,76.270,-0.690,
0,81.270,-0.810,
0,86.270,-0.960,
0,91.270,-1.010,
0,96.270,-1.060,
0,101.270,-1.060,
0,106.270,-1.040,
0,111.270,-1.040,
0,116.270,-0.810,
0,116.870,-0.760,
0,118.670,0.090,
0,120.170,0.390,
16,120.670,0.990,
0,121.470,1.870,
0,122.270,2.260,
12,124.310,2.296,
2,124.310,2.080,
0,125.470,2.150,
0,126.270,2.360,
0,126.450,2.440,
13,131.150,4.140,
5,134.650,4.410,
0,134.850,4.220,
0,135.850,4.260,
5,135.950,4.570,
0,136.450,4.670,
4,137.150,5.050,
4,142.350,5.110,
5,143.250,4.900,
0,143.450,4.690,
0,144.450,4.690,
5,144.650,4.960,
25,145.550,5.080,
0,147.150,5.700,
0,151.650,6.230,
0,154.150,6.570,
3,167.250,10.510,
0,171.850,10.640,
3,176.550,10.510,
0,179.550,9.120,
0,182.350,9.030,
25,190.350,6.640,
28,190.350,6.640,
0,195.550,6.380,
18,198.850,6.478,
2,198.850,6.380,
28,202.150,6.270,
5,202.150,6.270,
0,202.650,5.650,
0,204.750,5.530,
5,205.550,6.290,
0,211.150,6.270,
0,211.950,6.660,
0,212.350,6.670,
0,213.050,6.250,
0,217.650,6.250,
